activityType,hintsUsed,attemptCount,timeSpentSeconds,conceptUnderstanding,decisionMaking,boundaryConditions,codingImplementation,hintDependency,testCasesTotal,testCasesPassed,executionStatus,success,score,accuracy
coding,1,1,262,,,61.8,83.52,19.78,7.0,5.0,pass,True,,
battle,2,6,147,14.65,42.63,,,26.23,,,,,24.11,0.28
battle,5,4,209,67.48,56.71,,,71.66,,,,,73.15,0.72
coding,4,3,254,,,47.73,44.67,62.91,14.0,8.0,fail,False,,
debugging,3,1,181,,,44.46,47.08,44.56,5.0,3.0,fail,False,,
interview,2,1,199,100.0,,,,21.35,,,,,97.92,0.95
debugging,0,5,114,,,77.91,95.01,4.22,14.0,12.0,pass,True,,
battle,2,3,76,67.45,65.2,,,46.76,,,,,55.39,0.57
battle,1,6,81,100.0,58.1,,,20.8,,,,,89.88,0.99
debugging,3,2,93,,,66.48,80.48,44.85,6.0,5.0,pass,True,,
battle,4,1,129,82.43,79.72,,,59.03,,,,,82.26,0.89
interview,0,2,253,39.49,,,,0.0,,,,,42.7,0.42
interview,5,1,239,41.81,,,,68.9,,,,,51.33,0.51
debugging,2,2,213,,,50.8,48.04,29.79,13.0,7.0,fail,False,,
battle,0,2,216,78.08,59.23,,,2.68,,,,,69.42,0.77
battle,1,2,133,48.14,62.05,,,19.01,,,,,49.45,0.54
coding,0,6,52,,,74.93,62.27,0.0,10.0,7.0,fail,False,,
battle,3,3,206,83.94,73.55,,,44.13,,,,,79.81,0.81
debugging,0,6,204,,,58.14,46.74,0.23,12.0,7.0,fail,False,,
debugging,1,5,112,,,17.6,1.73,21.48,10.0,2.0,error,False,,
debugging,0,1,266,,,24.4,34.72,0.0,5.0,2.0,fail,False,,
debugging,0,2,238,,,14.45,12.63,0.0,11.0,2.0,error,False,,
interview,2,4,257,52.14,,,,18.04,,,,,49.57,0.48
interview,0,4,188,81.55,,,,2.56,,,,,71.15,0.8
battle,2,2,225,28.2,42.3,,,34.42,,,,,30.18,0.35
battle,4,2,232,86.25,72.9,,,67.41,,,,,80.15,0.94
coding,2,5,223,,,56.94,43.7,21.44,5.0,3.0,fail,False,,
battle,0,1,156,76.01,78.73,,,0.0,,,,,66.24,0.74
battle,4,5,81,6.94,38.3,,,63.08,,,,,18.25,0.2
battle,0,2,289,33.82,55.42,,,6.68,,,,,47.98,0.48
battle,1,4,190,85.99,77.02,,,16.53,,,,,84.63,0.94
battle,2,1,95,67.49,91.77,,,16.31,,,,,68.66,0.79
debugging,4,1,247,,,58.5,80.04,54.83,12.0,9.0,pass,True,,
debugging,5,4,185,,,40.64,28.53,91.67,5.0,2.0,fail,False,,
interview,2,1,150,85.78,,,,18.17,,,,,88.05,0.85
interview,2,3,215,72.87,,,,25.83,,,,,70.58,0.74
battle,0,5,108,28.15,59.88,,,12.49,,,,,27.06,0.29
interview,5,4,233,21.58,,,,67.49,,,,,23.61,0.26
interview,3,1,170,65.89,,,,56.26,,,,,60.6,0.62
debugging,4,1,295,,,59.81,56.86,58.11,6.0,4.0,fail,False,,
debugging,2,5,145,,,80.39,82.47,24.14,13.0,11.0,pass,True,,
interview,3,2,72,35.14,,,,41.23,,,,,36.65,0.4
coding,0,3,242,,,64.29,81.04,0.0,8.0,6.0,pass,True,,
interview,5,4,111,78.99,,,,70.3,,,,,73.48,0.72
debugging,3,5,237,,,24.35,19.02,35.65,14.0,3.0,error,False,,
debugging,2,3,58,,,38.78,33.4,27.44,9.0,5.0,fail,False,,
battle,2,3,167,79.17,76.48,,,25.51,,,,,74.95,0.74
debugging,0,5,151,,,49.59,33.2,2.91,14.0,6.0,fail,False,,
interview,2,1,51,90.89,,,,39.26,,,,,90.53,0.94
interview,3,5,134,25.53,,,,34.85,,,,,25.95,0.3
coding,2,6,268,,,65.15,88.16,24.69,5.0,4.0,pass,True,,
battle,0,2,243,33.32,48.55,,,3.42,,,,,40.78,0.47
battle,1,4,66,19.92,42.58,,,19.58,,,,,18.23,0.2
battle,4,2,71,72.64,63.01,,,53.24,,,,,64.28,0.74
battle,3,1,134,66.45,86.96,,,39.93,,,,,65.84,0.68
interview,3,5,37,45.08,,,,56.46,,,,,40.37,0.46
coding,3,3,133,,,64.83,48.83,51.4,10.0,7.0,fail,False,,
coding,1,1,94,,,83.48,92.42,4.21,8.0,7.0,pass,True,,
battle,1,6,94,22.22,30.39,,,23.14,,,,,28.17,0.29
debugging,4,3,174,,,38.86,40.24,55.17,14.0,6.0,fail,False,,
battle,0,2,37,37.0,63.21,,,1.26,,,,,42.65,0.47
interview,3,6,294,98.67,,,,48.75,,,,,94.95,0.95
coding,5,2,159,,,31.02,33.9,75.2,5.0,2.0,fail,False,,
coding,4,2,176,,,44.69,26.75,60.16,10.0,6.0,fail,False,,
battle,5,6,225,21.69,14.3,,,75.72,,,,,19.73,0.22
interview,2,2,85,95.47,,,,35.62,,,,,96.57,0.93
debugging,4,1,223,,,77.12,94.66,54.31,13.0,12.0,pass,True,,
battle,5,2,141,73.89,69.18,,,71.31,,,,,73.61,0.82
debugging,3,3,167,,,17.57,22.6,49.51,10.0,2.0,error,False,,
debugging,4,1,49,,,1.16,15.31,58.8,10.0,2.0,error,False,,
coding,5,1,282,,,86.34,94.51,73.34,7.0,6.0,pass,True,,
interview,5,1,257,58.81,,,,77.93,,,,,54.73,0.59
battle,2,4,82,47.37,45.86,,,24.05,,,,,51.97,0.5
interview,2,5,168,31.57,,,,42.38,,,,,21.56,0.23
interview,1,6,135,12.56,,,,22.05,,,,,25.71,0.27
battle,1,2,234,83.67,70.55,,,13.12,,,,,86.95,0.85
interview,0,1,181,79.16,,,,0.0,,,,,77.37,0.91
coding,0,3,293,,,27.46,39.97,0.0,8.0,3.0,fail,False,,
debugging,5,3,78,,,37.05,37.22,78.15,7.0,3.0,fail,False,,
debugging,5,6,254,,,30.27,30.57,73.1,8.0,2.0,error,False,,
battle,5,4,104,25.87,42.86,,,82.06,,,,,30.92,0.33
debugging,1,6,49,,,85.42,84.82,8.83,13.0,11.0,pass,True,,
battle,5,5,145,74.79,67.84,,,62.69,,,,,77.42,0.84
interview,1,1,96,42.43,,,,21.14,,,,,38.22,0.39
debugging,0,5,100,,,88.02,92.09,0.0,7.0,6.0,pass,True,,
battle,2,1,151,38.11,47.06,,,25.25,,,,,32.39,0.33
coding,2,1,170,,,62.51,38.08,28.88,8.0,4.0,fail,False,,
coding,3,4,169,,,79.21,77.5,38.57,6.0,5.0,pass,True,,
debugging,0,6,219,,,68.39,84.9,1.61,5.0,4.0,pass,True,,
battle,4,1,176,58.65,62.17,,,52.34,,,,,55.66,0.59
coding,5,1,215,,,44.81,27.33,72.69,12.0,6.0,fail,False,,
coding,2,2,244,,,22.51,9.89,18.88,5.0,1.0,error,False,,
interview,0,1,132,47.81,,,,8.17,,,,,51.72,0.55
interview,2,5,117,25.12,,,,17.33,,,,,24.17,0.23
battle,3,4,94,61.78,52.93,,,42.62,,,,,68.55,0.67
debugging,1,1,295,,,88.48,85.67,19.81,14.0,12.0,pass,True,,
debugging,2,2,242,,,34.01,28.14,36.29,8.0,3.0,fail,False,,
interview,3,6,247,47.23,,,,42.32,,,,,50.6,0.59
debugging,1,2,119,,,59.65,37.92,6.71,12.0,8.0,fail,False,,
coding,2,1,294,,,78.25,85.88,34.7,9.0,7.0,pass,True,,
debugging,5,6,112,,,23.8,10.02,74.22,5.0,1.0,error,False,,
debugging,5,3,136,,,49.07,38.82,83.03,13.0,8.0,fail,False,,
interview,4,3,102,70.48,,,,70.98,,,,,67.15,0.69
coding,4,5,105,,,35.83,31.69,56.21,7.0,3.0,fail,False,,
coding,4,4,267,,,43.18,28.91,55.06,14.0,6.0,fail,False,,
battle,2,2,118,54.8,84.78,,,16.11,,,,,58.41,0.6
coding,0,5,269,,,37.11,9.58,1.26,13.0,4.0,fail,False,,
debugging,1,2,131,,,67.96,80.83,13.24,5.0,4.0,pass,True,,
debugging,2,4,279,,,63.46,43.87,32.75,9.0,6.0,fail,False,,
coding,3,5,102,,,24.98,24.29,39.78,14.0,4.0,error,False,,
interview,0,5,132,41.29,,,,0.41,,,,,44.48,0.47
debugging,5,6,246,,,55.42,50.84,83.96,11.0,7.0,fail,False,,
coding,2,2,94,,,46.11,27.62,33.78,12.0,5.0,fail,False,,
coding,5,3,103,,,10.65,8.63,64.82,12.0,2.0,error,False,,
debugging,2,6,147,,,14.86,5.5,42.06,10.0,2.0,error,False,,
coding,1,5,255,,,16.07,19.61,16.47,9.0,2.0,error,False,,
coding,0,2,88,,,55.96,43.79,9.88,5.0,3.0,fail,False,,
interview,0,1,297,29.03,,,,0.0,,,,,27.02,0.28
interview,1,2,160,39.85,,,,14.68,,,,,48.04,0.49
interview,0,4,90,18.35,,,,6.77,,,,,23.47,0.22
debugging,0,3,276,,,47.42,24.09,0.55,6.0,3.0,fail,False,,
battle,5,3,56,76.41,73.66,,,94.83,,,,,78.02,0.79
debugging,0,3,266,,,49.34,25.95,9.03,11.0,6.0,fail,False,,
battle,5,6,146,76.0,56.19,,,75.66,,,,,79.45,0.77
interview,4,2,257,80.64,,,,53.27,,,,,76.66,0.77
debugging,3,1,197,,,28.63,30.41,44.13,6.0,3.0,fail,False,,
battle,0,1,224,54.6,63.98,,,0.0,,,,,44.13,0.49
coding,5,2,90,,,76.19,85.84,87.84,5.0,4.0,pass,True,,
debugging,4,6,76,,,12.28,21.3,59.5,9.0,2.0,error,False,,
coding,0,4,52,,,21.93,20.36,3.3,8.0,4.0,fail,False,,
battle,0,2,74,61.13,51.07,,,0.0,,,,,40.94,0.4
interview,2,5,142,32.15,,,,31.7,,,,,35.27,0.36
coding,3,5,145,,,50.37,35.17,29.43,5.0,3.0,fail,False,,
interview,4,2,88,17.63,,,,64.88,,,,,22.48,0.22
battle,3,5,270,39.31,22.51,,,40.12,,,,,30.09,0.31
battle,0,4,258,45.21,52.76,,,0.67,,,,,49.67,0.55
debugging,3,3,273,,,20.14,25.54,46.92,10.0,4.0,fail,False,,
battle,2,6,73,75.43,56.0,,,20.21,,,,,85.2,0.87
battle,4,6,188,87.04,43.04,,,67.57,,,,,85.41,0.9
coding,1,1,106,,,55.28,48.22,1.07,6.0,4.0,fail,False,,
battle,0,2,277,94.62,73.45,,,0.0,,,,,93.99,0.97
coding,4,5,180,,,61.47,54.45,67.62,12.0,8.0,fail,False,,
battle,3,4,150,28.99,45.04,,,45.08,,,,,29.21,0.3
coding,1,1,229,,,59.07,49.34,23.27,8.0,5.0,fail,False,,
interview,2,2,166,67.74,,,,34.89,,,,,75.66,0.73
battle,4,2,228,38.55,50.11,,,66.63,,,,,38.72,0.42
battle,4,4,101,22.45,47.5,,,48.33,,,,,30.48,0.35
coding,4,6,46,,,38.33,32.93,60.18,13.0,5.0,fail,False,,
debugging,1,2,257,,,58.1,39.13,15.7,9.0,5.0,fail,False,,
coding,1,6,66,,,72.28,80.91,5.37,11.0,8.0,pass,True,,
interview,0,6,217,56.16,,,,0.0,,,,,55.75,0.63
coding,5,4,154,,,52.53,42.66,91.14,5.0,3.0,fail,False,,
battle,4,2,154,60.62,60.65,,,52.75,,,,,53.4,0.62
debugging,1,1,165,,,51.44,50.59,21.57,6.0,4.0,fail,False,,
battle,0,6,164,61.16,51.34,,,0.0,,,,,62.01,0.68
battle,3,1,258,90.37,76.99,,,44.59,,,,,85.61,0.89
battle,5,2,239,100.0,70.99,,,68.97,,,,,92.11,0.92
coding,5,3,226,,,60.82,32.91,72.78,6.0,4.0,fail,False,,
coding,4,5,115,,,49.69,34.83,55.89,5.0,3.0,fail,False,,
coding,1,5,152,,,28.22,12.21,20.74,8.0,2.0,error,False,,
coding,4,5,110,,,60.23,56.69,63.4,13.0,9.0,fail,False,,
battle,4,5,76,67.53,57.98,,,60.52,,,,,59.3,0.61
debugging,2,5,59,,,35.57,17.66,35.06,11.0,4.0,fail,False,,
interview,0,5,249,72.69,,,,0.0,,,,,69.95,0.67
battle,2,3,119,75.29,70.16,,,27.99,,,,,66.9,0.77
interview,3,4,204,15.09,,,,41.57,,,,,19.41,0.21
coding,5,2,141,,,14.45,18.59,61.85,9.0,2.0,error,False,,
battle,4,3,153,30.86,49.51,,,62.79,,,,,27.1,0.31
debugging,3,6,166,,,39.8,37.23,44.14,14.0,6.0,fail,False,,
coding,2,3,57,,,21.95,8.97,21.76,9.0,2.0,error,False,,
interview,3,5,95,95.94,,,,30.37,,,,,82.07,0.94
debugging,3,6,199,,,89.42,100.0,43.42,10.0,9.0,pass,True,,
interview,4,3,217,87.16,,,,70.31,,,,,85.45,0.87
debugging,5,6,58,,,45.41,31.31,71.95,9.0,4.0,fail,False,,
battle,1,2,227,7.78,37.88,,,15.15,,,,,23.05,0.22
coding,4,5,50,,,51.46,37.03,69.29,5.0,2.0,fail,False,,
debugging,3,6,283,,,12.98,11.59,51.06,5.0,1.0,error,False,,
battle,3,4,47,31.07,52.67,,,43.89,,,,,36.6,0.38
interview,1,1,255,60.76,,,,21.1,,,,,52.71,0.53
debugging,2,5,150,,,19.83,8.26,28.92,8.0,2.0,error,False,,
interview,5,6,220,97.75,,,,67.23,,,,,94.11,0.92
coding,5,1,279,,,77.79,96.19,70.54,12.0,10.0,pass,True,,
interview,1,5,193,33.82,,,,17.71,,,,,28.85,0.29
debugging,2,5,223,,,41.43,32.36,26.5,14.0,7.0,fail,False,,
debugging,1,2,213,,,52.16,44.6,4.67,14.0,7.0,fail,False,,
debugging,0,3,223,,,41.22,25.64,3.46,6.0,3.0,fail,False,,
coding,5,2,46,,,66.84,52.92,94.59,10.0,7.0,fail,False,,
battle,5,1,276,32.63,40.72,,,73.98,,,,,25.8,0.26
coding,0,4,50,,,71.04,79.07,1.35,7.0,5.0,pass,True,,
battle,2,5,117,52.07,52.02,,,41.29,,,,,43.91,0.43
debugging,0,1,78,,,41.26,32.6,5.54,11.0,6.0,fail,False,,
debugging,3,6,80,,,31.77,31.48,47.05,5.0,2.0,fail,False,,
coding,3,5,138,,,80.02,93.59,38.12,10.0,9.0,pass,True,,
coding,0,1,265,,,84.63,90.52,0.0,14.0,13.0,pass,True,,
interview,5,3,284,52.26,,,,78.36,,,,,42.8,0.41
interview,4,4,162,36.7,,,,64.51,,,,,33.57,0.39
battle,5,3,280,8.08,34.51,,,67.55,,,,,19.41,0.21
debugging,2,3,37,,,51.43,31.64,38.57,8.0,4.0,fail,False,,
battle,5,5,124,44.85,42.27,,,66.66,,,,,38.27,0.42
interview,2,4,278,69.08,,,,25.9,,,,,76.2,0.76
battle,1,1,31,68.82,90.56,,,5.84,,,,,64.76,0.75
battle,3,3,265,62.11,57.16,,,52.71,,,,,56.33,0.58
coding,2,4,58,,,36.06,19.13,29.26,13.0,4.0,fail,False,,
battle,4,6,272,76.09,56.88,,,56.9,,,,,72.67,0.84
coding,2,4,292,,,37.92,24.87,26.89,5.0,2.0,fail,False,,
battle,2,1,105,54.03,64.5,,,36.81,,,,,47.52,0.52
interview,3,4,33,74.68,,,,33.91,,,,,84.76,0.96
battle,3,2,104,59.45,66.01,,,43.35,,,,,53.0,0.53
coding,1,2,295,,,24.8,36.91,13.28,11.0,5.0,fail,False,,
battle,3,3,126,48.59,52.03,,,50.92,,,,,54.33,0.53
battle,3,6,250,89.28,56.15,,,45.2,,,,,80.1,0.92
battle,3,3,279,77.54,64.68,,,35.64,,,,,75.14,0.81
interview,1,2,274,78.26,,,,9.67,,,,,70.78,0.83
coding,5,4,48,,,33.49,7.17,68.94,7.0,2.0,error,False,,
battle,4,3,68,74.18,65.92,,,61.82,,,,,65.64,0.72
coding,5,5,226,,,58.5,37.96,72.17,8.0,5.0,fail,False,,
interview,1,5,263,60.25,,,,26.54,,,,,44.77,0.52
coding,2,3,118,,,64.9,79.53,33.06,7.0,5.0,pass,True,,
interview,2,4,128,62.9,,,,24.3,,,,,52.53,0.52
battle,2,2,124,26.17,47.32,,,31.7,,,,,23.31,0.27
battle,2,1,97,73.25,67.57,,,30.67,,,,,64.13,0.72
battle,5,1,37,22.76,51.49,,,72.52,,,,,25.09,0.25
interview,0,1,282,39.48,,,,0.0,,,,,42.86,0.47
coding,0,6,229,,,56.97,53.45,2.54,12.0,7.0,fail,False,,
interview,5,3,64,52.7,,,,84.86,,,,,56.98,0.55
battle,1,2,157,16.21,43.87,,,18.71,,,,,20.45,0.21
interview,2,2,268,41.81,,,,13.33,,,,,43.46,0.44
debugging,4,3,256,,,43.2,25.34,62.06,13.0,6.0,fail,False,,
coding,3,5,100,,,69.25,50.44,47.82,9.0,6.0,fail,False,,
coding,2,1,143,,,2.79,5.22,38.56,12.0,2.0,error,False,,
battle,2,5,209,77.12,54.05,,,34.22,,,,,68.86,0.77
battle,5,3,87,91.79,67.79,,,69.28,,,,,78.94,0.92
interview,3,5,262,35.35,,,,37.73,,,,,24.74,0.29
coding,4,1,205,,,22.81,29.6,62.18,6.0,2.0,fail,False,,
debugging,4,4,90,,,63.42,86.52,47.82,14.0,10.0,pass,True,,
interview,1,4,121,81.41,,,,15.33,,,,,88.3,0.87
battle,5,2,207,44.41,45.66,,,78.39,,,,,40.39,0.41
debugging,2,3,199,,,58.74,51.23,26.56,6.0,4.0,fail,False,,
battle,2,2,92,71.48,69.51,,,22.29,,,,,67.46,0.76
debugging,4,4,69,,,22.6,10.3,59.32,11.0,3.0,error,False,,
battle,4,2,207,27.06,55.08,,,49.1,,,,,30.81,0.34
interview,3,5,248,24.5,,,,58.23,,,,,18.87,0.22
coding,3,5,200,,,69.08,92.8,47.69,8.0,7.0,pass,True,,
coding,2,3,70,,,83.39,91.75,25.44,13.0,12.0,pass,True,,
interview,5,5,242,70.44,,,,82.12,,,,,74.8,0.76
battle,3,6,214,70.15,51.16,,,44.42,,,,,76.79,0.79
debugging,2,3,47,,,61.51,86.86,36.0,11.0,9.0,pass,True,,
interview,3,5,208,83.65,,,,33.09,,,,,96.82,0.96
battle,4,5,199,96.14,59.58,,,67.12,,,,,89.69,0.88
coding,4,5,47,,,37.35,25.66,43.35,5.0,2.0,fail,False,,
debugging,0,3,253,,,55.25,40.57,4.99,9.0,5.0,fail,False,,
coding,2,2,197,,,51.24,39.22,24.68,10.0,6.0,fail,False,,
debugging,3,6,274,,,59.32,32.3,44.71,13.0,8.0,fail,False,,
battle,5,6,165,37.36,48.06,,,67.49,,,,,43.52,0.42
battle,0,1,117,98.32,82.46,,,5.62,,,,,88.43,0.97
debugging,4,6,260,,,1.93,4.96,66.36,7.0,1.0,error,False,,
interview,3,5,221,91.06,,,,38.53,,,,,89.05,0.9
battle,4,6,106,27.41,35.56,,,55.34,,,,,26.93,0.29
battle,4,1,105,50.04,63.82,,,57.16,,,,,43.63,0.47
debugging,5,2,275,,,23.42,15.25,82.5,10.0,2.0,error,False,,
battle,0,5,80,78.36,63.62,,,9.18,,,,,68.58,0.75
battle,4,3,91,82.55,68.0,,,65.6,,,,,82.03,0.84
interview,0,3,33,79.98,,,,11.08,,,,,84.72,0.97
debugging,0,3,214,,,76.42,97.22,0.0,8.0,7.0,pass,True,,
interview,4,6,117,79.55,,,,68.65,,,,,67.61,0.73
coding,3,5,269,,,47.77,21.81,45.44,5.0,2.0,fail,False,,
debugging,1,4,56,,,70.28,96.93,20.72,8.0,7.0,pass,True,,
debugging,2,5,289,,,31.11,29.58,32.32,9.0,4.0,fail,False,,
debugging,1,6,224,,,11.84,22.41,23.31,13.0,3.0,error,False,,
battle,3,1,92,32.38,65.71,,,39.64,,,,,31.19,0.31
debugging,2,4,288,,,30.48,6.86,34.49,9.0,2.0,error,False,,
debugging,1,5,59,,,93.26,88.48,3.09,14.0,12.0,pass,True,,
debugging,0,1,177,,,72.19,90.47,0.0,9.0,8.0,pass,True,,
interview,5,4,56,61.78,,,,72.42,,,,,59.63,0.61
coding,3,4,63,,,82.99,81.31,45.28,13.0,11.0,pass,True,,
debugging,1,6,195,,,72.26,97.08,3.65,7.0,6.0,pass,True,,
coding,2,5,253,,,48.59,59.76,30.09,9.0,5.0,fail,False,,
interview,4,1,89,76.07,,,,72.17,,,,,84.87,0.81
interview,5,2,191,68.85,,,,68.25,,,,,85.24,0.92
coding,4,2,64,,,67.81,77.86,63.37,6.0,5.0,pass,True,,
debugging,1,3,185,,,50.61,45.23,14.91,5.0,3.0,fail,False,,
debugging,0,6,57,,,25.61,23.35,12.67,11.0,4.0,fail,False,,
interview,0,4,159,23.49,,,,0.0,,,,,20.0,0.21
interview,3,4,256,62.82,,,,45.71,,,,,52.22,0.57
battle,5,4,194,85.94,73.53,,,78.94,,,,,94.58,0.92
battle,1,4,89,83.85,72.47,,,20.62,,,,,80.95,0.79
interview,0,5,254,100.0,,,,0.0,,,,,96.98,0.95
interview,1,4,42,35.46,,,,22.86,,,,,32.6,0.32
battle,5,4,159,36.5,49.02,,,75.06,,,,,22.91,0.26
debugging,5,6,44,,,22.98,23.15,75.17,13.0,4.0,fail,False,,
battle,5,1,83,76.23,80.57,,,69.13,,,,,79.19,0.88
interview,5,5,187,33.75,,,,81.63,,,,,33.51,0.33
battle,4,5,114,35.91,29.82,,,51.85,,,,,36.45,0.4
debugging,5,5,173,,,32.18,14.73,84.38,14.0,4.0,error,False,,
debugging,1,6,81,,,35.13,29.42,8.59,7.0,3.0,fail,False,,
coding,4,1,189,,,53.36,41.16,59.53,10.0,7.0,fail,False,,
interview,1,4,140,78.23,,,,6.4,,,,,76.97,0.81
coding,3,2,139,,,56.74,42.04,39.19,9.0,5.0,fail,False,,
debugging,2,6,107,,,37.15,26.17,23.49,5.0,2.0,fail,False,,
debugging,2,5,53,,,62.68,81.36,37.07,10.0,8.0,pass,True,,
interview,2,6,132,46.51,,,,30.88,,,,,40.61,0.45
battle,3,5,154,85.13,67.65,,,49.48,,,,,76.93,0.9
coding,5,1,61,,,82.87,95.47,71.64,13.0,12.0,pass,True,,
battle,2,4,262,56.7,50.14,,,29.9,,,,,50.58,0.56
interview,5,3,43,59.24,,,,71.88,,,,,55.51,0.56
coding,2,5,204,,,85.0,97.87,21.81,14.0,13.0,pass,True,,
battle,1,1,126,53.64,67.36,,,12.02,,,,,46.12,0.46
interview,0,4,225,80.5,,,,0.0,,,,,79.96,0.88
interview,0,1,229,92.03,,,,0.0,,,,,88.12,0.95
battle,5,3,113,73.8,67.21,,,78.55,,,,,88.63,0.9
interview,5,6,263,32.22,,,,72.79,,,,,21.91,0.22
interview,0,3,54,91.46,,,,4.62,,,,,76.02,0.86
coding,0,6,170,,,66.34,80.95,11.44,8.0,6.0,pass,True,,
coding,5,4,69,,,33.1,12.0,76.24,5.0,2.0,fail,False,,
debugging,5,6,69,,,20.75,28.52,69.52,11.0,4.0,fail,False,,
coding,4,2,292,,,62.25,48.97,63.08,6.0,4.0,fail,False,,
debugging,5,4,44,,,63.33,58.24,82.4,13.0,9.0,fail,False,,
interview,5,6,97,30.02,,,,64.13,,,,,24.68,0.26
battle,3,4,281,56.04,49.21,,,51.13,,,,,46.67,0.47
debugging,3,4,107,,,79.54,98.7,54.77,7.0,6.0,pass,True,,
battle,4,3,93,27.93,55.21,,,57.84,,,,,41.63,0.44
battle,0,1,236,72.25,53.86,,,6.06,,,,,64.64,0.7
debugging,4,1,131,,,18.29,8.46,59.47,7.0,1.0,error,False,,
debugging,5,1,139,,,68.72,77.29,74.11,7.0,5.0,pass,True,,
debugging,3,4,71,,,30.09,26.7,45.16,12.0,3.0,error,False,,
coding,2,1,49,,,58.4,84.81,23.36,14.0,10.0,pass,True,,
interview,5,5,223,51.2,,,,87.5,,,,,56.43,0.59
interview,3,2,63,32.48,,,,43.54,,,,,29.45,0.29
interview,0,5,91,84.45,,,,4.68,,,,,96.72,0.96
debugging,3,6,223,,,75.03,89.99,47.16,13.0,11.0,pass,True,,
debugging,5,3,181,,,61.18,81.13,62.83,11.0,8.0,pass,True,,
battle,0,5,125,60.68,58.38,,,4.61,,,,,55.11,0.55
interview,2,5,181,63.47,,,,32.5,,,,,47.22,0.55
debugging,4,1,145,,,19.59,20.38,59.2,13.0,3.0,error,False,,
interview,5,4,128,47.42,,,,73.59,,,,,49.81,0.48
battle,0,6,98,76.39,67.18,,,0.0,,,,,77.15,0.76
interview,2,3,165,50.73,,,,44.15,,,,,57.65,0.64
debugging,4,1,195,,,60.57,46.17,46.51,14.0,9.0,fail,False,,
battle,0,4,162,47.73,44.04,,,7.76,,,,,38.87,0.4
interview,4,3,89,53.74,,,,70.07,,,,,60.78,0.63
coding,0,5,154,,,43.57,56.82,12.97,6.0,3.0,fail,False,,
coding,3,1,97,,,31.79,17.26,44.6,14.0,5.0,fail,False,,
coding,0,6,235,,,17.42,23.14,0.0,12.0,4.0,fail,False,,
debugging,2,1,164,,,35.58,23.65,26.77,5.0,2.0,fail,False,,
debugging,4,3,222,,,43.89,27.15,55.14,13.0,6.0,fail,False,,
coding,0,6,149,,,37.28,19.33,5.03,11.0,3.0,error,False,,
battle,4,6,96,81.11,60.66,,,67.49,,,,,75.58,0.75
battle,0,5,141,26.55,46.23,,,0.0,,,,,40.07,0.4
interview,0,5,211,35.2,,,,15.42,,,,,53.32,0.56
debugging,0,1,288,,,61.07,82.76,7.76,7.0,5.0,pass,True,,
interview,2,4,184,83.92,,,,22.39,,,,,74.86,0.76
coding,3,5,175,,,28.43,22.24,35.63,9.0,3.0,fail,False,,
interview,3,5,59,46.83,,,,44.54,,,,,41.49,0.46
coding,3,5,44,,,42.38,25.39,40.82,7.0,3.0,fail,False,,
debugging,2,5,43,,,57.88,91.17,34.79,11.0,8.0,pass,True,,
battle,3,4,77,57.64,56.7,,,39.44,,,,,54.1,0.63
coding,4,6,150,,,56.25,35.46,68.56,12.0,6.0,fail,False,,
coding,1,1,98,,,71.74,73.84,4.31,10.0,8.0,pass,True,,
debugging,2,5,219,,,22.79,11.94,27.11,10.0,3.0,error,False,,
coding,2,1,209,,,18.98,25.75,24.27,12.0,3.0,error,False,,
debugging,4,3,175,,,56.91,25.79,59.84,9.0,4.0,fail,False,,
coding,5,1,72,,,35.9,36.15,79.65,13.0,6.0,fail,False,,
coding,1,6,139,,,41.13,27.9,24.11,13.0,7.0,fail,False,,
debugging,3,1,86,,,49.36,16.74,40.39,9.0,4.0,fail,False,,
interview,0,2,185,75.46,,,,0.85,,,,,59.24,0.67
coding,0,2,240,,,40.3,52.1,12.57,12.0,5.0,fail,False,,
coding,4,2,125,,,23.78,17.8,63.78,11.0,3.0,error,False,,
debugging,2,6,239,,,84.11,85.68,35.58,11.0,9.0,pass,True,,
coding,1,5,210,,,61.74,41.39,17.8,9.0,6.0,fail,False,,
debugging,0,6,33,,,25.64,18.01,0.0,14.0,4.0,error,False,,
interview,4,6,49,68.74,,,,56.03,,,,,70.04,0.8
debugging,1,6,163,,,97.28,100.0,14.59,11.0,10.0,pass,True,,
battle,4,6,54,91.35,71.37,,,54.89,,,,,81.98,0.88
debugging,2,1,214,,,43.33,21.38,32.86,10.0,4.0,fail,False,,
interview,3,6,141,43.72,,,,40.68,,,,,49.88,0.58
battle,1,2,210,83.48,60.48,,,17.74,,,,,82.51,0.91
battle,3,2,60,97.94,75.88,,,39.08,,,,,88.14,0.9
battle,3,1,161,97.67,84.04,,,54.56,,,,,99.76,0.96
debugging,5,5,101,,,14.09,11.82,81.26,5.0,1.0,error,False,,
debugging,2,4,295,,,11.63,1.34,45.89,8.0,1.0,error,False,,
debugging,5,5,136,,,43.51,39.77,71.5,11.0,6.0,fail,False,,
coding,5,4,238,,,0.67,13.39,70.33,11.0,2.0,error,False,,
interview,2,5,77,17.67,,,,26.51,,,,,25.8,0.26
coding,4,2,145,,,45.28,30.3,63.28,14.0,8.0,fail,False,,
battle,3,4,185,72.59,59.31,,,41.76,,,,,81.71,0.78
debugging,0,3,104,,,57.47,49.62,0.0,13.0,9.0,fail,False,,
